Article_ID,Authors,Year,Title,Journal,Volume,Issue,Pages,DOI
6FEDVT38,"Watson, AS; Merovich, GT; Petty, T; Gutta, B",2017,Evaluating expected outcomes of acid remediation in an intensively mined Appalachian watershed,ENVIRONMENTAL MONITORING AND ASSESSMENT,189,7,NA,10.1007/s10661-017-6036-x
CJTE4TK4,"Rosier, CL; Polson, SW; D'Amico, V; Kan, JJ; Trammell, TLE",2021,Urbanization pressures alter tree rhizosphere microbiomes,SCIENTIFIC REPORTS,11,1,NA,10.1038/s41598-021-88839-8
CW8NXP99,"Han, I; Yoo, K; Kang, BR; No, JH; Wee, GN; Khan, MI; Jeong, TY; Lee, TK",2018,A comparison study of the potential risks induced in arable land and forest soils by carcass-derived pollutants,ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,40,1,451-460,10.1007/s10653-017-9932-7
IFXHS4WH,"Smith, SDA; Simpson, RD",1998,Recovery of benthic communities at Macquarie Island (sub-Antarctic) following a small oil spill,MARINE BIOLOGY,131,3,567-581,10.1007/s002270050349
SNXT2Y8F,"Liang, YT; Zhang, YY; Zhou, C; Li, HM; Kang, XM; Wang, L; Song, JM; Jiao, NZ",2019,"Cumulative impact of long-term intensive mariculture on total and active bacterial communities in the core sediments of the Ailian Bay, North China",SCIENCE OF THE TOTAL ENVIRONMENT,691,NA,1212-1224,10.1016/j.scitotenv.2019.07.200
5XZ7Z3WP,"Swart, E; Goodall, T; Kille, P; Spurgeon, DJ; Svendsen, C",2020,The earthworm microbiome is resilient to exposure to biocidal metal nanoparticles,ENVIRONMENTAL POLLUTION,267,NA,NA,10.1016/j.envpol.2020.115633
CLFF7A6E,"Kadeka, EC; Masese, FO; Lusega, DM; Sitati, A; Kondowe, BN; Chirwa, ER",2021,No Difference in Instream Decomposition Among Upland Agricultural and Forested Streams in Kenya,FRONTIERS IN ENVIRONMENTAL SCIENCE,9,NA,NA,10.3389/fenvs.2021.794525
Q4SWCKRK,"Comiti, F; Mao, L; Lenzi, MA; Siligardi, M",2009,Artificial steps to stabilize mountain rivers: A post-project ecological assessment,RIVER RESEARCH AND APPLICATIONS,25,5,639-659,10.1002/rra.1234
4X36L63Y,"Taipale, SJ; Vuorio, K; Aalto, SL; Peltomaa, E; Tiirola, M",2019,Eutrophication reduces the nutritional value of phytoplankton in boreal lakes,ENVIRONMENTAL RESEARCH,179,NA,NA,10.1016/j.envres.2019.108836
B36YHGGA,"Taketani, RG; Franco, NO; Rosado, AS; van Elsas, JD",2010,Microbial Community Response to a Simulated Hydrocarbon Spill in Mangrove Sediments,JOURNAL OF MICROBIOLOGY,48,1,7-15,10.1007/s12275-009-0147-1
W8337SIL,"Green, DS",2016,"Effects of microplastics on European flat oysters, Ostrea edulis and their associated benthic communities",ENVIRONMENTAL POLLUTION,216,NA,95-103,10.1016/j.envpol.2016.05.043
8RR457VC,"Zhang, SJ; Zhang, G; Wu, M; Wang, DJ; Liu, Q",2021,Straw return and low N addition modify the partitioning of dissimilatory nitrate reduction by increasing conversion to ammonium in paddy fields,SOIL BIOLOGY & BIOCHEMISTRY,162,NA,NA,10.1016/j.soilbio.2021.108425
ZM4QJGIX,"Li, DY; Miao, JJ; Pan, LQ; Zhou, YY; Gao, ZY; Yang, YY; Xu, RY; Zhang, X",2021,Impacts of benzo(a)pyrene exposure on scallop (Chlamys farreri) gut health and gut microbiota composition,SCIENCE OF THE TOTAL ENVIRONMENT,799,NA,NA,10.1016/j.scitotenv.2021.149471
VH4FWHSG,"Silcock, JL; Fensham, RJ",2013,Arid vegetation in disequilibrium with livestock grazing: Evidence from long-term exclosures,AUSTRAL ECOLOGY,38,1,57-65,10.1111/j.1442-9993.2012.02374.x
SD378J8K,"Parsons, H; French, K; Major, RE",2003,The influence of remnant bushland on the composition of suburban bird assemblages in Australia,LANDSCAPE AND URBAN PLANNING,66,1,43-56,10.1016/S0169-2046(03)00094-X
M5EVGHF9,"Seeley, ME; Song, B; Passie, R; Hale, RC",2020,Microplastics affect sedimentary microbial communities and nitrogen cycling,"NATURE COMMUNICATIONS",11,1,NA,10.1038/s41467-020-16235-3
JBJEZTVP,"Pickering, CM; Norman, P",2017,Comparing impacts between formal and informal recreational trails,JOURNAL OF ENVIRONMENTAL MANAGEMENT,193,NA,270-279,10.1016/j.jenvman.2016.12.021
BH68B8SZ,"Gao, B; Yao, HY; Li, YY; Zhu, YZ",2021,Microplastic Addition Alters the Microbial Community Structure and Stimulates Soil Carbon Dioxide Emissions in Vegetable-Growing Soil,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,40,2,352-365,10.1002/etc.4916
NZMJFGQN,"Ji, FF; Han, DY; Yan, L; Yan, SH; Zha, JM; Shen, JZ",2022,Assessment of benthic invertebrate diversity and river ecological status along an urbanized gradient using environmental DNA metabarcoding and a traditional survey method,SCIENCE OF THE TOTAL ENVIRONMENT,806,NA,NA,10.1016/j.scitotenv.2021.150587
QGL9W4NG,"Munoz-Lechuga, R; Gutierrez-Martinez, M; Sanz-Fernandez, V; Gomez-Cabeza, A; Cabrera-Castro, R",2018,"Infralittoral-sublittoral (submerged zone) macroinfauna community structure of high-impact, medium-impact and non-impact beaches on the Gulf of Cadiz coast (SW Spain). Evaluation of anthropogenic alterations: Nourishments, human impact and urbanization",MARINE ENVIRONMENTAL RESEARCH,133,NA,85-98,10.1016/j.marenvres.2017.12.005
CWNJAHHD,"Oliveira, JM; Fernandes, F; Ferreira, MT",2016,Effects of forest management on physical habitats and fish assemblages in Iberian eucalypt streams,FOREST ECOLOGY AND MANAGEMENT,363,NA,1-10,10.1016/j.foreco.2015.12.011
JP39LXHS,"Cook, R; Farinas-Franco, JM; Gell, FR; Holt, RHF; Holt, T; Lindenbaum, C; Porter, JS; Seed, R; Skates, LR; Stringell, TB; Sanderson, WG",2013,The Substantial First Impact of Bottom Fishing on Rare Biodiversity Hotspots: A Dilemma for Evidence-Based Conservation,PLOS ONE,8,8,NA,10.1371/journal.pone.0069904
GS36PJXD,"Odon, A; Bordignon, MO; Dornelles, GDP",2019,"The phyllostomid bat (Mammalia, Chiroptera) assemblage in a fragmented landscape in Midwestern Brazil",IHERINGIA SERIE ZOOLOGIA,109,NA,NA,10.1590/1678-4766e2019015
78KQ7YTN,"Watts, CH; Clarkson, BR; Cave, VM; Thornburrow, D; Thorpe, S",2020,Invertebrate communities in a modified isolated raised bog compared to an intact raised bog in New Zealand,MIRES AND PEAT,26,NA,NA,10.19189/MaP.2019.MEH.StA.1879
4DDWJ3XR,"Mendenhall, CD; Frishkoff, LO; Santos-Barrera, G; Pacheco, J; Mesfun, E; Quijano, FM; Ehrlich, PR; Ceballos, G; Daily, GC; Pringle, RM",2014,Countryside biogeography of Neotropical reptiles and amphibians,ECOLOGY,95,4,856-870,10.1890/12-2017.1
7RRAW8ZG,"Correa-Garcia, S; Rheault, K; Tremblay, J; Seguin, A; Yergeau, E",2021,Soil Characteristics Constrain the Response of Microbial Communities and Associated Hydrocarbon Degradation Genes during Phytoremediation,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,87,2,NA,10.1128/AEM.02170-20
YH6ZX777,"Compte-Port, S; Borrego, CM; Moussard, H; Jeanbille, M; Restrepo-Ortiz, CX; de Diego, A; Rodriguez-Iruretagoiena, A; Gredilla, A; de Vallejuelo, SF; Galand, PE; Kalenitchenko, D; Rols, JL; Pokrovsky, OS; Gonzalez, AG; Camarero, L; Muniz, S; Navarro-Navarro, E; Auguet, JC",2018,"Metal contaminations impact archaeal community composition, abundance and function in remote alpine lakes",ENVIRONMENTAL MICROBIOLOGY,20,7,2422-2437,10.1111/1462-2920.14252
5EFUVEEC,"Lavrinienko, A; Mappes, T; Tukalenko, E; Mousseau, TA; Moller, AP; Knight, R; Morton, JT; Thompson, LR; Watts, PC",2018,Environmental radiation alters the gut microbiome of the bank vole Myodes glareolus,ISME JOURNAL,12,11,2801-2806,10.1038/s41396-018-0214-x
FZQZXQEY,"Ainsworth, A; Kauffman, JB",2013,Effects of repeated fires on native plant community development at Hawaii Volcanoes National Park,INTERNATIONAL JOURNAL OF WILDLAND FIRE,22,8,1044-1054,10.1071/WF12135
JGLA28BJ,"Green, DS; Jefferson, M; Boots, B; Stone, L",2021,All that glitters is litter? Ecological impacts of conventional versus biodegradable glitter in a freshwater habitat,JOURNAL OF HAZARDOUS MATERIALS,402,NA,NA,10.1016/j.jhazmat.2020.124070
BZ5CJA83,"Drewer, J; Leduning, MM; Griffiths, RI; Goodall, T; Levy, PE; Cowan, N; Comynn-Platt, E; Hayman, G; Sentian, J; Majalap, N; Skiba, UM",2021,Comparison of greenhouse gas fluxes from tropical forests and oil palm plantations on mineral soil,BIOGEOSCIENCES,18,4,1559-1575,10.5194/bg-18-1559-2021
2HAA4VHS,"McGarvey, JA; Tran, T; Han, R; Hnasko, R; Brown, P",2019,Bacterial population dynamics after foliar fertilization of almond leaves,JOURNAL OF APPLIED MICROBIOLOGY,126,3,945-953,10.1111/jam.14169
WW9UB39Y,"Wang, YF; Qiao, M; Wang, HT; Zhu, D",2019,Species-specific effects of arsenic on the soil collembolan gut microbiota,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,183,NA,NA,10.1016/j.ecoenv.2019.109538
UWTP5TH7,"Deng, CP; Yu, XJ; Yang, JS; Li, BZ; Sun, WL; Yuan, HL",2016,Universal Indicators for Oil and Gas Prospecting Based on Bacterial Communities Shaped by Light-Hydrocarbon Microseepage in China,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,26,7,1320-1332,10.4014/jmb.1602.02045
KRR5ZHR5,"Venneman, J; De Tender, C; Debode, J; Audenaert, K; Baert, G; Vermeir, P; Cremelie, P; Bekaert, B; Landschoot, S; Thienpondt, B; Djailo, BD; Vereecke, D; Haesaert, G",2019,Sebacinoids within rhizospheric fungal communities associated with subsistence farming in the Congo Basin: a needle in each haystack,FEMS MICROBIOLOGY ECOLOGY,95,8,NA,10.1093/femsec/fiz101
QXFBJ86B,"Kearns, NB; Jean, M; Tissier, EJ; Johnstone, JF",2015,Recovery of Tundra Vegetation Three Decades after Hydrocarbon Drilling with and without Seeding of Non-Native Grasses,ARCTIC,68,1,16-31,10.14430/arctic4445
333W2FJE,"Zhang, XX; Xu, ZL; Qian, XT; Lin, DH; Zeng, T; Filser, J; Li, LXY; Kah, M",2020,Assessing the Impacts of Cu(OH)(2) Nanopesticide and Ionic Copper on the Soil Enzyme Activity and Bacterial Community,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,68,11,3372-3381,10.1021/acs.jafc.9b06325
9GIQGPJF,"Ferraz, MA; Choueri, RB; Castro, IB; da Silva, CS; Gallucci, F",2020,Influence of sediment organic carbon on toxicity depends on organism's trophic ecology,ENVIRONMENTAL POLLUTION,261,NA,NA,10.1016/j.envpol.2020.114134
XTKZPCK5,"Ramberg, E; Burdon, FJ; Sargac, J; Kupilas, B; Risnoveanu, G; Lau, DCP; Johnson, RK; McKie, BG",2020,The Structure of Riparian Vegetation in Agricultural Landscapes Influences Spider Communities and Aquatic-Terrestrial Linkages,WATER,12,10,NA,10.3390/w12102855
K9R29PGR,"Chikere, CB; Mordi, IJ; Chikere, BO; Selvarajan, R; Ashafa, TO; Obieze, CC",2019,"Comparative metagenomics and functional profiling of crude oil-polluted soils in Bodo West Community, Ogoni, with other sites of varying pollution history",ANNALS OF MICROBIOLOGY,69,5,495-513,10.1007/s13213-019-1438-3
84HZE8ID,"Sun, WM; Xiao, EZ; Krumins, V; Dong, YR; Xiao, TF; Ning, ZP; Chen, HY; Xiao, QX",2016,Characterization of the microbial community composition and the distribution of Fe-metabolizing bacteria in a creek contaminated by acid mine drainage,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,100,19,8523-8535,10.1007/s00253-016-7653-y
ZV6CG7P2,"Shuhada, SN; Salim, S; Nobilly, F; Zubaid, A; Azhar, B",2017,Logged peat swamp forest supports greater macrofungal biodiversity than large-scale oil palm plantations and smallholdings,ECOLOGY AND EVOLUTION,7,18,7187-7200,10.1002/ece3.3273
WBLXVS9A,"Powell, CJ; Ades, P; Collett, N; Phillips, C",2013,"Epigaeic beetle communities of the Green Triangle plantation landscape, southern Australia: effect of remnant size, vegetation quality and structural complexity",AUSTRALIAN FORESTRY,76,3-4,128-139,10.1080/00049158.2013.844090
BRUX6J96,"Tan, HX; Liu, XX; Yin, S; Zhao, C; Su, LT; Li, XX; Khalid, M; Setala, H; Hui, N",2022,Immune-mediated disease associated microbial community responded to PAH stress in phyllosphere of roadside greenspaces in Shanghai,ENVIRONMENTAL POLLUTION,292,NA,NA,10.1016/j.envpol.2021.118379
YBC4TRA4,"Ding, J; Zhu, D; Wang, Y; Wang, HT; Liang, AP; Sun, HW; Chen, QL; Lassen, SB; Lv, M; Chen, LX",2021,Exposure to heavy metal and antibiotic enriches antibiotic resistant genes on the tire particles in soil,SCIENCE OF THE TOTAL ENVIRONMENT,792,NA,NA,10.1016/j.scitotenv.2021.148417
2WJ7TN99,"Borsetto, C; Raguideau, S; Travis, E; Kim, DW; Lee, DH; Bottrill, A; Stark, R; Song, LJ; Cha, CJ; Pearson, J; Quince, C; Singer, AC; Wellington, EMH",2021,Impact of sulfamethoxazole on a riverine microbiome,WATER RESEARCH,201,NA,NA,10.1016/j.watres.2021.117382
JV4XK62R,"Farrell, HL; Barberan, A; Danielson, RE; Fehmi, JS; Gornish, ES",2020,Disturbance is more important than seeding or grazing in determining soil microbial communities in a semiarid grassland,RESTORATION ECOLOGY,28,NA,S335-S343,10.1111/rec.13156
ZBBBTJIW,"Castro-Lopez, D; Rodriguez-Lozano, P; Arias-Real, R; Guerra-Cobian, V; Prat, N",2019,The Influence of Riparian Corridor Land Use on the Pesqueria River's Macroinvertebrate Community (NE Mexico),WATER,11,9,NA,10.3390/w11091930
84KY74GF,"Welz, PJ; Khan, N; Prins, A",2018,The effect of biogenic and chemically manufactured silver nanoparticles on the benthic bacterial communities in river sediments,SCIENCE OF THE TOTAL ENVIRONMENT,644,NA,1380-1390,10.1016/j.scitotenv.2018.06.283
SU2QWK7R,"Cao, JY; Yang, GQ; Mai, QJ; Zhuang, Z; Zhuang, L",2020,Co-selection of antibiotic-resistant bacteria in a paddy soil exposed to As (III) contamination with an emphasis on potential pathogens,SCIENCE OF THE TOTAL ENVIRONMENT,725,NA,NA,10.1016/j.scitotenv.2020.138367
ASI9SIT5,"Jiang, SQ; Yu, YN; Gao, RW; Wang, H; Zhang, J; Li, R; Long, XH; Shen, QR; Chen, W; Cai, F",2019,High-throughput absolute quantification sequencing reveals the effect of different fertilizer applications on bacterial community in a tomato cultivated coastal saline soil,SCIENCE OF THE TOTAL ENVIRONMENT,687,NA,601-609,10.1016/j.scitotenv.2019.06.105
BHKBAWPK,"Kingsford, RT; Jenkins, KM; Porter, JL",2004,Imposed hydrological stability on lakes in arid Australia and effects on waterbirds,ECOLOGY,85,9,2478-2492,10.1890/03-0470
8ZRBJMTD,"Hedge, P; Kriwoken, LK",2000,"Evidence for effects of Spartina anglica invasion on benthic macrofauna in Little Swanport estuary, Tasmania",AUSTRAL ECOLOGY,25,2,150-159,10.1046/j.1442-9993.2000.01016.x
IIF9NXJ2,"Felix, G; Marenzi, RC; Polette, M; Netto, SA",2016,Landscape Visual Quality and Meiofauna Biodiversity on Sandy Beaches,ENVIRONMENTAL MANAGEMENT,58,4,682-693,10.1007/s00267-016-0735-x
CBS6ZT3I,"Christiansen, NA; Fryirs, KA; Green, TJ; Hose, GC",2019,"The impact of urbanisation on community structure, gene abundance and transcription rates of microbes in upland swamps of Eastern Australia",PLOS ONE,14,3,NA,10.1371/journal.pone.0213275
2XKHGPJ2,"Xie, SL; Zhou, AG; Wei, TL; Li, SY; Yang, B; Xu, GH; Zou, JX",2021,Nanoplastics Induce More Serious Microbiota Dysbiosis and Inflammation in the Gut of Adult Zebrafish than Microplastics,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,107,4,640-650,10.1007/s00128-021-03348-8
WEK6V82G,"Zhu, FX; Zhu, CY; Zhou, DM; Gao, J",2019,Fate of di (2-ethylhexyl) phthalate and its impact on soil bacterial community under aerobic and anaerobic conditions,CHEMOSPHERE,216,NA,84-93,10.1016/j.chemosphere.2018.10.078
PHQU5H4D,"Granados-Chinchilla, F; Arias-Andres, MD; de Oca, MLFM; Rodriguez, C",2020,Effect of the veterinary ionophore monensin on the structure and activity of a tropical soil bacterial community,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,55,2,127-134,10.1080/03601234.2019.1673612
RNNVRZMB,"Rudawska, M; Leski, T; Aucina, A; Karlinski, L; Skridaila, A; Ryliskis, D",2017,Forest litter amendment during nursery stage influence field performance and ectomycorrhizal community of Scots pine (Pinus sylvestris L.) seedlings outplanted on four different sites,FOREST ECOLOGY AND MANAGEMENT,395,NA,104-114,10.1016/j.foreco.2017.04.002
5AUZF5Q6,"Wallis, A; Gu, GY; Ramachandran, P; Reed, E; Ottesen, A; Nou, X; Cox, KD",2021,Endophytic Bacterial Communities in Apple Leaves Are Minimally Impacted by Streptomycin Use for Fire Blight Management,PHYTOBIOMES JOURNAL,5,3,350-361,10.1094/PBIOMES-11-20-0081-R
BYD3A8QQ,"Liu, J; Qi, WY; Chen, H; Song, C; Li, Q; Wang, SG",2021,Selenium Nanoparticles as an Innovative Selenium Fertilizer Exert Less Disturbance to Soil Microorganisms,FRONTIERS IN MICROBIOLOGY,12,NA,NA,10.3389/fmicb.2021.746046
FZ4NMFMJ,"Zhang, Q; Zhang, ZY; Lu, T; Yu, YT; Penuelas, J; Zhu, YG; Qian, HF",2021,"Gammaproteobacteria, a core taxon in the guts of soil fauna, are potential responders to environmental concentrations of soil pollutants",MICROBIOME,9,1,NA,10.1186/s40168-021-01150-6
3YH44BGN,"dos Santos, HF; Duarte, GAS; Rachid, CTD; Chaloub, RM; Calderon, EN; Marangoni, LFD; Bianchini, A; Nudi, AH; do Carmo, FL; van Elsas, JD; Rosado, AS; Castro, CBE; Peixoto, RS",2015,Impact of oil spills on coral reefs can be reduced by bioremediation using probiotic microbiota,SCIENTIFIC REPORTS,5,NA,NA,10.1038/srep18268
EIYEFEAT,"Du, JJ; Zhang, YY; Yin, YT; Zhang, J; Ma, H; Li, K; Wan, N",2020,Do environmental concentrations of zinc oxide nanoparticle pose ecotoxicological risk to aquatic fungi associated with leaf litter decomposition?,WATER RESEARCH,178,NA,NA,10.1016/j.watres.2020.115840
94N95VYV,"Edgar, GJ; Banks, SA; Bessudo, S; Cortes, J; Guzman, HM; Henderson, S; Martinez, C; Rivera, F; Soler, G; Ruiz, D; Zapata, FA",2011,Variation in reef fish and invertebrate communities with level of protection from fishing across the Eastern Tropical Pacific seascape,GLOBAL ECOLOGY AND BIOGEOGRAPHY,20,5,730-743,10.1111/j.1466-8238.2010.00642.x
MY7NCJEJ,"Leong, M; Trautwein, M",2019,A citizen science approach to evaluating US cities for biotic homogenization,PEERJ,7,NA,NA,10.7717/peerj.6879
CV8I9GM9,"Hoellein, T; Rojas, M; Pink, A; Gasior, J; Kelly, J",2014,Anthropogenic Litter in Urban Freshwater Ecosystems: Distribution and Microbial Interactions,PLOS ONE,9,6,NA,10.1371/journal.pone.0098485
GQ7FWDWU,"Shenton, MD; Nichols, SJ; Bray, JP; Moulding, BJG; Kefford, BJ",NA,The Effects of Road De-icing Salts on Water Quality and Macroinvertebrates in Australian Alpine Areas,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,NA,NA,NA,10.1007/s00244-021-00827-1
35EB5LWD,"Kinsella, CM; Crowe, TP",2016,Separate and combined effects of copper and freshwater on the biodiversity and functioning of fouling assemblages,MARINE POLLUTION BULLETIN,107,1,136-143,10.1016/j.marpolbul.2016.04.008
KPC8E7DI,"Freitas, EVD; Veloso, MDM; de Araujo, WS",2020,"Urbanization alters the composition, but not the diversity and structure, of Neotropical savanna woody plant communities",FOLIA GEOBOTANICA,55,2,95-108,10.1007/s12224-020-09366-4
RL4EXT8A,"Haslem, A; Nimmo, DG; Radford, JQ; Bennett, AF",2015,Landscape properties mediate the homogenization of bird assemblages during climatic extremes,ECOLOGY,96,12,3165-3174,10.1890/14-2447.1
N55NLAP2,"Yamashina, C; Hara, M; Fujita, T",2021,"The effects of human disturbance on the species composition, species diversity and functional diversity of a Miombo woodland in northern Malawi",AFRICAN JOURNAL OF ECOLOGY,59,1,216-224,10.1111/aje.12798
WK2YLQLT,"Smucker, NJ; Vis, ML",2011,Diatom biomonitoring of streams: Reliability of reference sites and the response of metrics to environmental variations across temporal scales,ECOLOGICAL INDICATORS,11,6,1647-1657,10.1016/j.ecolind.2011.04.011
NDX7A2MD,"Chang, AL; Carlton, JT; Brown, CW; Ruiz, GM",2020,Down the up staircase: Equatorward march of a cold-water ascidian and broader implications for invasion ecology,DIVERSITY AND DISTRIBUTIONS,26,7,881-896,10.1111/ddi.13055
KPPNXVVB,"Tewfik, A; Rasmussen, JB; McCann, KS",2007,Simplification of seagrass food webs across a gradient of nutrient enrichment,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,64,7,956-967,10.1139/F07-071
MMKHJD6L,"Wood, SLR; Rhemtulla, JM; Coomes, OT",2016,Intensification of tropical fallow-based agriculture: Trading-off ecosystem services for economic gain in shifting cultivation landscapes?,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,215,NA,47-56,10.1016/j.agee.2015.09.005
QB4D5DMV,"Valtonen, A; Jantunen, J; Saarinen, K",2006,Flora and lepidoptera fauna adversely affected by invasive Lupinus polyphyllus along road verges,BIOLOGICAL CONSERVATION,133,3,389-396,10.1016/j.biocon.2006.06.015
I4F3XSB3,"Karatayev, VA; Karatayev, AY; Burlakova, LE; Rudstam, LG",2014,Eutrophication and Dreissena Invasion as Drivers of Biodiversity: A Century of Change in the Mollusc Community of Oneida Lake,PLOS ONE,9,7,NA,10.1371/journal.pone.0101388
CTK68PDM,"Sanchez, I; Fernandez, C",2018,Impact of the invasive species Sargassum muticum (Phaeophyta) on tide pool macroalgal assemblages of northern Spain,ESTUARINE COASTAL AND SHELF SCIENCE,210,NA,45-54,10.1016/j.ecss.2018.06.003
D2YZYRYF,"Almagro-Pastor, V; Conradi, M; DelValls, TA; Riba, I",2015,Alterations in the macrobenthic fauna from Guadarranque River (Southern Spain) associated with sediment-seawater acidification deriving from CO2 leakage,MARINE POLLUTION BULLETIN,96,1-2,65-75,10.1016/j.marpolbul.2015.05.044
3MWHID4B,"Fracetto, GGM; Azevedo, LCB; Fracetto, FJC; Andreote, FD; Lambais, MR; Pfenning, LH",2013,Impact of Amazon land use on the community of soil fungi,SCIENTIA AGRICOLA,70,2,59-67,10.1590/S0103-90162013000200001
Z38KU682,"Taylor, CM; Miyazono, S; Cheek, CA; Edwards, RJ; Patino, R",2019,The spatial scale of homogenisation and differentiation in Chihuahuan Desert fish assemblages,FRESHWATER BIOLOGY,64,1,222-232,10.1111/fwb.13211
UVQ3LS9V,"Silva, LFR; Castro, DMP; Juen, L; Callisto, M; Hughes, RM; Hermes, MG",2021,Functional responses of Odonata larvae to human disturbances in neotropical savanna headwater streams,ECOLOGICAL INDICATORS,133,NA,NA,10.1016/j.ecolind.2021.108367
FWWA3LWI,"Chen, J; Wang, PF; Wang, C; Wang, X; Miao, LZ; Liu, S; Yuan, QS",2019,Dam construction alters function and community composition of diazotrophs in riparian soils across an environmental gradient,SOIL BIOLOGY & BIOCHEMISTRY,132,NA,14-23,10.1016/j.soilbio.2019.01.020
7LNGLS5N,"Cameron, EA; Lantz, TC",2017,"Persistent changes to ecosystems following winter road construction and abandonment in an area of discontinuous permafrost, Nahanni National Park Reserve, Northwest Territories, Canada",ARCTIC ANTARCTIC AND ALPINE RESEARCH,49,2,259-276,10.1657/AAAR0016-012
NQBI52PJ,"Sangil, C; Perez-San Juan, A",2020,Spread of Caulerpa cylindracea impacts: The colonization of Atlantic intertidal communities,REGIONAL STUDIES IN MARINE SCIENCE,34,NA,NA,10.1016/j.rsma.2019.100989
BITLJYA8,"Sardina, P; Chaves, E; Marchese, M",2011,"Benthic community responses to invasion by the golden mussel, Limnoperna fortunei Dunker: biotic homogenization vs environmental driving forces",JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,30,4,1009-1023,10.1899/10-170.1
6B2Y9XCY,"Shi, LL; Dossa, GGO; Paudel, E; Zang, HD; Xu, JC; Harrison, RD",2019,Changes in Fungal Communities across a Forest Disturbance Gradient,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,85,12,NA,10.1128/AEM.00080-19
YI88MWKV,"Lumibao, CY; Formel, S; Elango, V; Pardue, JH; Blum, M; Van Bael, SA",2018,Persisting responses of salt marsh fungal communities to the Deepwater Horizon oil spill,SCIENCE OF THE TOTAL ENVIRONMENT,642,NA,904-913,10.1016/j.scitotenv.2018.06.077
EKEWITZ7,"Ragnarsson, SA; Lindegarth, M",2009,Testing hypotheses about temporary and persistent effects of otter trawling on infauna: changes in diversity rather than abundance,MARINE ECOLOGY PROGRESS SERIES,385,NA,51-64,10.3354/meps08056
3CBT5NGW,"Lopez-Rodriguez, MJ; Munoz, CM; Ripoll-Martin, E; de Figueroa, JMT",2019,Effect of shifts in habitats and flow regime associated to water diversion for agriculture on the macroinvertebrate community of a small watershed,AQUATIC ECOLOGY,53,3,483-495,10.1007/s10452-019-09703-6
I7A362WY,"Martinez, JG; Quiobe, SP; Moens, T",2019,Effects of Mercury (Hg) on Soil Nematodes: A Microcosm Approach,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,77,3,421-431,10.1007/s00244-019-00652-7
2KBP6WF5,"Kroeker, KJ; Micheli, F; Gambi, MC",2013,Ocean acidification causes ecosystem shifts via altered competitive interactions,"NATURE CLIMATE CHANGE",3,2,156-159,10.1038/NCLIMATE1680
X6XB3S7H,"Effiom, EO; Birkhofer, K; Smith, HG; Olsson, O",2014,Changes of community composition at multiple trophic levels due to hunting in Nigerian tropical forests,ECOGRAPHY,37,4,367-377,10.1111/j.1600-0587.2013.00359.x
3E9A2ZG9,"Ribeiro, JCT; Nunes-Freitas, AF; Fidalgo, ECC; Uzeda, MC",2019,Forest fragmentation and impacts of intensive agriculture: Responses from different tree functional groups,PLOS ONE,14,8,NA,10.1371/journal.pone.0212725
94ESIXH8,"Maracahipes-Santos, L; Silverio, DV; Macedo, MN; Maracahipes, L; Jankowski, KJ; Paolucci, LN; Neill, C; Brando, PM",2020,Agricultural land-use change alters the structure and diversity of Amazon riparian forests,BIOLOGICAL CONSERVATION,252,NA,NA,10.1016/j.biocon.2020.108862
6GRHKPH8,"Donham, EM; Hamilton, SL; Price, NN; Kram, S; Kelly, E; Johnson, MD; Neu, AT; Smith, J",2021,Experimental assessment of the impacts of ocean acidification and urchin grazing on benthic kelp forest assemblages,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,540,NA,NA,10.1016/j.jembe.2021.151548
5ZB5K8VV,"Shortlidge, EE; Eppley, SM; Kohler, H; Rosenstiel, TN; Zuniga, GE; Casanova-Katny, A",2017,"Passive warming reduces stress and shifts reproductive effort in the Antarctic moss, Polytrichastrum alpinum",ANNALS OF BOTANY,119,1,27-38,10.1093/aob/mcw201
A4C72AT5,"Ingala, MR; Becker, DJ; Holm, JB; Kristiansen, K; Simmons, NB",2019,Habitat fragmentation is associated with dietary shifts and microbiota variability in common vampire bats,ECOLOGY AND EVOLUTION,9,11,6508-6523,10.1002/ece3.5228
